dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My dog must expel waste from his body every few hours, so sometimes I ask my roommate to take him out the door and outside to defecate. Scenario 2 | I secretly cut the strings of his parachute.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_399
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following creates the trade-offdepicted by the Phillips curve?
Options:
A. A rightward shift in the aggregate supply curve
B. An increase in input costs that corresponds with an increase in unemployment
C. An increase in output that corresponds with a decrease in the price level
D. A rightward shift in the aggregate demand curve
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_400
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following statements is correct?

Options:
A. Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions
B. Mycotoxins contaminate foods containing fungi formed during storage under dry conditions
C. Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions
D. Mycotoxins contaminate foods containing fungi formed during storage under moist conditions
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_401
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Aristotle says  that what makes things be what they are--their essence--does not exist apart from individ-uals that exist in the world.  So if all the members of a species were destroyed, then their essence or form:
Options:
A. would likewise be destroyed.
B. would be destroyed only if there were no one around to remember the species.
C. would continue existing (as with Plato's Forms) in some other realm of being.
D. would not be destroyed because there was no essence or form originally to be destroyed; there are only individuals, not universal essences or natures of things.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_402
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When recording peak flow results, within how many litres/minute should the three readings be?
Options:
A. 10 litres per minute of each other.
B. 20 litres per minute of each other.
C. 100 litres per minute of each other.
D. 30 litres per minute of each other.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_403
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Opportunistic foraging involves:
Options:
A. careful planning and scheduling.
B. reliance on steady sources of food such as shellfish.
C. increased use of imported or ""exotic"" materials
D. little planning
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_404
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Glycogen breakdown in exercising muscle is activated by:
Options:
A. insulin.
B. cortisol.
C. increased pH.
D. none of the above.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_405
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The disadvantage of Grid search is
Options:
A. It can not be applied to non-differentiable functions.
B. It can not be applied to non-continuous functions.
C. It is hard to implement.
D. It runs reasonably slow for multiple linear regression.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_406
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In which of the following situations would the defendant's intoxication NOT be able to negate his criminal culpability?
Options:
A. A defendant had consumed a fifth of bourbon. Later that same day, he approached a victim and, brandishing a knife, told her to accompany him or he would stab her. He led the victim to his car and then ordered her to disrobe. As the victim was removing her pantyhose, she kicked the defendant in the head, temporarily dazing him. The victim then safely ran from the car. The defendant is arrested and charged with the crime of assault with the intent to commit rape.
B. A defendant attended a wedding reception at a hotel, where he drank several vodka daiquiris. Following the reception, the defendant engaged in a violent argument with the hotel's parking lot attendant. The defendant took a tire iron from his car and threw it at the attendant. The tire iron missed the attendant and hit a victim as he was entering the hotel. The defendant is arrested and charged with assault with the intent to commit battery.
C. A defendant had been drinking liquor all evening at a bar with three of his buddies. An undercover detective overheard the defendant and his buddies plot to rob the bar after closing hours. When the defendant attempted to draw a gun from his coat, he was quickly disarmed and placed under arrest by the detective. The defendant is charged with the crime of conspiracy to commit robbery.
D. At his law school graduation party, a defendant drank two six-packs of beer. Around midnight, the defendant was approached by a girl, who asked him to drive her home. Although the girl was only 15 years old, she had the appearance of a woman in her mid-to-late twenties. The defendant, who had had his eye on the girl all night, quickly agreed, and he showed her the way to his car. Once inside, they engaged in sexual intercourse. The age of consent in this jurisdiction is 17 years old for females. The defendant is subsequently arrested and charged with statutory rape.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_407
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Was T.R. Malthus correct in concluding that population growth will outstrip food production growth?

Options:
A. No, technological and institutional innovations have permitted food supplies to more than keep pace with population growth.
B. Yes, it is only because of widespread famines that population has not overwhelmed food supplies altogether.
C. No, but it is only because of the introduction of genetically modified food that supplies have kept pace with population growth.
D. No, but supplies are not likely to keep pace with population growth over the next 10 years.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_408
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I borrowed him money, and he paid me back. Scenario 2 | I sang and cheered from my seat at the wake.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_409
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bared my entire naked body at the beach. Scenario 2 | I told her it was safe to jump off the couch.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_410
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Because Jake, the team's starting, star center, is late to basketball practice, Coach Peterson sits him out for the first quarter of the next game. Jake is on time for the rest of the season. Coach Peterson has used
Options:
A. positive punishment.
B. negative reinforcement.
C. modeling.
D. omission training.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_411
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
To place the first paving stone in a path, Alex starts at the crate of stones, walks three feet, places the stone, and returns to the crate. For each subsequent stone, Alex walks two feet farther each way. Alex will place the first 50 stones in a path. After returning to the crate from placing the $50^\text{th}$ stone, what is the total distance Alex walked, in feet?
Options:
A. 100
B. 90950
C. 5200
D. 50
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_412
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
—Hernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following motivations for exploration is most evident from the document above?
Options:
A. The rise of mercantilism gave the state a new role in promoting commercial development and the acquisition of colonies overseas.
B. European states sought direct access to gold and spices and luxury goods as a means to enhance personal wealth and state power.
C. Individual captains sought great glory and wealth.
D. Christianity served as a stimulus for exploration as governments and religious authorities sought to spread the faith and counter Islam, and as a justification for the physical and cultural subjugation of indigenous civilizations.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_413
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
An accounting professor has been called as a defense expert witness in a white-collar criminal case. He testified that accounting records conclusively demonstrated that the defendant had not committed any type of fraud. On cross-examination of the professor, the prosecuting attorney asked him if he was familiar with a particular treatise. The professor responded affirmatively. The attorney then asked him if the treatise was accepted as authoritative and if he was aware of the conclusions regarding the ability of accountants to detect fraud. The professor responded in the affirmative. The prosecutor now attempts to read the following section of the treatise into evidence: ""It is virtually impossible to state with conclusive certainty the existence, or lack thereof, of fraud in the majority of white-collar crime cases, given the sophistication of defendants and the variety of accounting methods available. ""On objection by the defendant's attorney, the trial judge will
Options:
A. overrule the objection and permit the entire treatise to be introduced into evidence.
B. overrule the objection and permit only the contradictory statements to be read into evidence.
C. sustain the objection, because the statements in the treatise are hearsay not within any recognized exception.
D. sustain the objection, because the professor did not rely on the treatise in making his conclusions.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_414
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A man drinks a great deal of punch at a party. He was unaware that it contained PCP. Later in the evening, in an uncontrollable psychotic rage brought on by the drugs he kills someone at the party. The prosecution asks for second degree murder. What defense would have the best chance to succeed under the circumstances?
Options:
A. Voluntary intoxication
B. Irresistible Impulse
C. Involuntary intoxication
D. Ignorance or Mistake
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_415
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A medication prescribed by a psychiatrist for major depressive disorder would most likely influence the balance of which of the following neurotransmitters?
Options:
A. serotonin
B. dopamine
C. acetylcholine
D. thorazine
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_416
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The domestic purchasing power of a currency
Options:
A. varies directly with the cost of living
B. is inversely related to the savings rate
C. is inversely related to the price level
D. varies directly with economic growth
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_417
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When $(x\sqrt{x^3})^4$ is simplified, what is the exponent of $x$?
Options:
A. 5
B. 10
C. 2
D. 12
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_418
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What was the particular advantage of UNSC Resolution 678 over a collective defensive action under Article 51 UN Charter during the Gulf War?
Options:
A. Resolution 678 allowed the allies to attack Iraq with nuclear and chemical weapons
B. Resolution 678 is narrower than the inherent right of self-defence under Article 51 UN Charter
C. Resolution 678 was faster to adopt and negotiate.
D. Resolution 678 is broader because it authorised the use of force with respect to any matter threatening the peace and security of the Gulf region.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_419
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The Mills Library has 1,007,199 books. The Springvale Library has 907,082 books. Which of the following is the best estimate of how many more books the Mills Library has than the Springvale Library?
Options:
A. 100,000 books
B. 80,000 books
C. 10,000 books
D. 8,000 books
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_420
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When the operating effectiveness of a control is not evidenced by written documentation, an auditor should obtain evidence about the control’s effectiveness by
Options:
A. Mailing confirmations.
B. Inquiry and other procedures such as observation.
C. Analytical procedures.
D. Recalculating the balance in related accounts.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_421
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A researcher tests the problem solving skills of twenty 10-year-old, twenty 20-year-old, and twenty 30-year-old participants for a study on age and problem solving. What research method is this researcher using?
Options:
A. longitudinal
B. stage
C. developmental
D. cross-sectional
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_422
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree
Options:
A. I only
B. II only
C. I and II only
D. I , II , III , and IV
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_423
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Janice often has feelings of hostility and contempt for her husband of forty years. However, instead of expressing these feelings, Janice goes overboard to dote on her husband. Janice is using which of the following defense mechanisms?
Options:
A. Rational philosophy
B. Reaction formation
C. Repression
D. Sublimation
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_424
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 57-year-old woman comes to the office for a preoperative evaluation 2 weeks before undergoing scheduled laparoscopic cholecystectomy. Medical history is otherwise unremarkable and the patient takes no medications. Family history is significant for stable angina in her father and rheumatoid arthritis in her mother. The patient has a 102-year-old grandmother who resides in a nursing care facility and has Parkinson disease. The patient does not smoke cigarettes or drink alcoholic beverages. During the interview, her face is expressionless. She has a flexed posture and is unable to open her mouth wide. She is 173 cm (5 ft 8 in) tall and weighs 81 kg (179 lb); BMI is 27 kg/m2 . Vital signs are normal. Physical examination discloses thickening and hardening of the skin over the dorsum of the hands and forearms, as well as mild kyphosis. Strength testing shows no abnormalities; muscle tension is normal. Passive and active range of motion of the upper extremities is full. Gait is slow and deliberate. The remainder of the physical examination discloses no abnormalities. Prior to surgery, further evaluation is indicated for which of the following conditions in this patient?
Options:
A. Parkinson disease
B. Progressive supranuclear palsy
C. Sarcopenia
D. Systemic sclerosis (scleroderma)
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_425
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If a real number x is chosen at random in the interval [0, 3] and a real number y is chosen at random in the interval [0, 4], what is the probability that x < y?
Options:
A. 1/2
B. 7/12
C. 5/8
D. 2/3
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_426
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which sequence describes the systemic circulation?
Options:
A. Left ventricle → aorta → arteries → veins → capillaries
B. Left ventricle → aorta → arteries →capillaries → veins
C. Right ventricle → pulmonary trunk → arteries → capillaries →veins
D. Right ventricle → pulmonary trunk → arteries → veins → capillaries
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_427
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What city did the Beatles originally call home?
Options:
A. London
B. Leeds
C. Liverpool
D. Manchester
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_428
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What did the Moche build at the heart of their urban center?
Options:
A. a vast complex of temples and artisan workshops
B. an enormous walled-in precinct of elite residences
C. the Pyramid of the Sun
D. the Temple of the Feathered Serpent
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_429
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stole the audio equipment at the talent show. Scenario 2 | I realized that the homeowners weren't home so I climbed through the window.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_430
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The red glow in the neon tube of an advertising sign is a result of
Options:
A. fluorescence.
B. coherence.
C. polarization.
D. de-excitation.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_431
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A race car attempting to jump a series of 8 buses is set up on a flat track with a ramp at the end. Engineers assigned to the project have determined that, in order to jump the buses, the car must reach a velocity of 130 km/h. If the distance of the track is 50m, at what rate must the car accelerate to reach this velocity?
Options:
A. 13 m/s^2
B. 26 m/s^2
C. 7 m/s^2
D. 17 m/s^2
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_432
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My terrified little brother swears there's a monster in his closet, so I tell him he's wrong. Scenario 2 | I saw her put the drinks in the purse before checking out.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_433
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
To get to school in the morning, we ALL use this as our guide:
Options:
A. Rand-McNally Road Atlas.
B. world globe.
C. road map.
D. mental map.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_434
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 West argues that feminist legal theory has inadvertently led to the under-acknowledgement of the harms of consensual sex because
Options:
A. it posits that all sex is rape.
B. by suggesting that the harm of rape is that it is nonconsensual, it implies that all consensual sex is good.
C. by suggesting that the harm of rape has nothing to do with the victim's gender, it implies that women are not especially harmed by nonconsensual sex.
D. all of the above.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_435
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which pair of ratios can form a proportion?
Options:
A. 2 over 5 and 8 over 10
B. 2 over 5 and 10 over 15
C. 2 over 5 and 4 over 25
D. 2 over 5 and 6 over 15
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_436
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Which other nineteenth-century reform movement made similar arguments to those written here by Susan B. Anthony?
Options:
A. The temperance movement.
B. Utopian communities.
C. The abolition movement.
D. Public school advocates.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_437
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In xyz-space, what are the coordinates of the point on the plane 2x + y + 3z = 3 that is closest to the origin?
Options:
A. (0, 0, 1)
B. (3/7, 3/14, 9/14)
C. (7/15, 8/15, 1/15)
D. (5/6, 1/3, 1/3)
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_438
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following increases the size of the tax multiplier?
Options:
A. An increase in the marginal propensity to consume.
B. An increase in the reserve ratio.
C. An increase in the marginal propensity to save.
D. A decrease in the spending multiplier.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_439
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
…
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
Accounts of Xuanzang's travels from both the 600s and 1500s C.E. are inspired by which of the following accomplishments?
Options:
A. Xuanzang's career as a spy against the Gupta Empire
B. Xuanzang's conversion of South Asian Hindus
C. Xuanzang's study and retrieval of Buddhist texts from India
D. Xuanzang's opening of new trade routes to Southeast Asia
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_440
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If the market price is above the perfectly competitive firm's average total cost curve, we expect that in the long run,
Options:
A. the industry contracts as firms exit the market.
B. the industry expands as firms exit the market.
C. the industry contracts as firms enter the market.
D. the industry expands as firms enter the market.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_441
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
As of 2016, about what percentage of adults aged 18 years or older were obese?
Options:
A. 6%
B. 13%
C. 27%
D. 46%
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_442
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 If an advertisement shows the interior of a train with comfortable seats and plenty of space yet a customer boards a train only to find a lack of space and hard seating. This is an example of:
Options:
A. GAP 4-the gap between service delivery and external communications.
B. GAP 2-the gap between management perception and service-quality specification
C. GAP1-the gap between the customer's expectations and management perception.
D. GAP 3-the gap between service-quality specifications and service delivery.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_443
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The best known and perhaps most important international organization is
Options:
A. the United Nations.
B. the North Atlantic Treaty Organization (NATO).
C. the Organization of Petroleum Exporting Countries (OPEC).
D. the World Trade Organization (WTO).
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_444
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Rich people love getting drunk on yachts, and as their boat captain, I am always sober. Scenario 2 | I pushed my sister off of the swing at the park.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_445
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A father and a son were indicted and charged with bank robbery. They allegedly participated together in robbing a bank in their hometown. After the son was arrested and given Miranda warnings, he confessed and admitted that he and his father took part in the bank robbery. The prosecution decided to charge the father and son in the same indictment and prosecute them together in a single trial. At trial, the son took the stand and recanted his earlier confession by denying participation in the robbery. The prosecution now seeks to introduce into evidence the son's earlier confession that was videotaped by the police. The son and the father both object to its admissibility. The confession should be
Options:
A. admitted against the son only.
B. admitted against both the son and the father, because they were engaged in a conspiracy.
C. not admitted against the son or the father, because the confession is hearsay not within any recognized exception.
D. not admitted against the son or the father, because the son recanted the confession.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_446
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A school psychologist is providing feedback to a student's parents regarding the student's performance on a measure of academic achievement. To explain the concept of grade equivalent, the school psychologist should explain that it is
Options:
A. the average score on that measure obtained by students in a given grade
B. the average score on that measure obtained by students at a given age
C. the grade in which a student should be placed in school
D. utilized to determine accountability among peers
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_447
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 For Socrates, the belief that ""virtue is knowledge"" is related to his claim that ""the unexamined life is not worth living,"" because he believes that:
Options:
A. the unexamined life is one in which we live day to day without asking questions about who we are and why we are here in the first place.
B. the Delphic oracle identified Socrates as the wisest person on earth because he claimed to know nothing.
C. by questioning traditional beliefs, we learn to recognize how some answers seem to be more satisfactory than others.
D. the only way to be a good or worthwhile person is to know how human beings should behave based on universal norms or values.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_448
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A shopper sued a supermarket for injuries allegedly suffered from a collision with the store's automatic doors. The shopper contended that the doors, which were programmed to swing inward, swung outward and injured him as he attempted to enter the store one afternoon. The shopper's brother-in- law, who was an eyewitness to the accident, was not called to testify at trial. Moreover, the shopper's attorney failed to depose the brother-in-law, who redomiciled out of state shortly after the accident. With respect to the shopper's failure to offer the brother-in-law's testimony at trial, on request by the supermarket's attorney, the court should
Options:
A. instruct the jury that it raises the presumption that the brother-in-law's testimony would have been unfavorable to the shopper.
B. instruct the jury that it constitutes an adoptive admission that the brother-in-law's testimony would have been unfavorable to the shopper.
C. permit the supermarket's attorney to argue that it raises a presumption that the brother-in-law's testimony would have been unfavorable to the shopper.
D. neither instruct the jury on the matter nor permit the supermarket's attorney to argue the matter.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_449
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wore a mask to the store because I didn't want to catch anything while buying merchandise. Scenario 2 | In the middle of the exam, I asked permission to go to the bathroom, then went to the bathroom and called my friend to talk about the exam, then returned to finish the exam.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_450
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A patient sustains severe blunt trauma to the left upper abdomen and requires surgery. Which one of the following organs is most likely to be involved?
Options:
A. Appendix
B. Gallbladder
C. Spleen
D. Urinary bladder
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_451
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Late one afternoon, a woman was hitchhiking when she was picked up by a man. Shortly thereafter, the man stopped and parked his car in a roadside rest area. They were smoking marijuana when another car skidded and crashed into the man's car. The collision damaged the man's car and inflicted personal injuries upon him. The woman was likewise injured. In fact, the impact produced a state of unconsciousness in her that lasted several minutes. The woman sued the other driver seeking to recover for his alleged negligence. At trial, the woman testified to her injuries and to the other driver's negligence. In defense, the other driver called an attorney who lived next door to the woman. The attorney proposed to testify that after the accident, the woman consulted him about her claim and asked the attorney in confidence how she could falsely testify that she wasn't smoking marijuana at the time of the accident. Upon objection by the woman's attorney, the attorney's testimony is
Options:
A. admissible as an admission.
B. admissible as a statement against interest.
C. inadmissible, because it violates the woman's privilege against self-incrimination.
D. inadmissible, because it violates the attorney-client privilege for confidentialcommunications.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_452
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In the context of globalization, how can we best define the term 'development'?
Options:
A. The term development refers to the human condition in which there is freedom from fear and want; there are sufficient resources to sustain life and this life can exist in a state free from the threat, or perceived threat, of sudden interruption.
B. To be considered as developed, a nation must have achieved certain economic and political status within the global state system; the criterion for what constitutes a 'developed' state is thus defined by those requirements of interaction in this system.
C. Development is a means to address the inequalities that accompany neoliberal globalization. In this context, development refers to the ability of a population or community to effectively utilize resources and increase efficiency in production and distribution, promoting the more equitable distribution of income within society.
D. Development of a community refers to the ideological and ethical value systems to which its population subscribes. In the globalised international system this refers to the adoption of western liberal democratic ideology and free market economics.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_453
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When my teenage sister was showering, I didn't peek. Scenario 2 | I said my stomach hurt because I felt sharp pains.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_454
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Substances that are toxic to humans often taste
Options:
A. sour
B. sweet
C. salty
D. bitter
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_455
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A corporation under the authority of a state statute, sued to have condemned 1,000 acres of forested land owned by a tree company. The corporation intended to use the land to develop physical endurance and obstacle courses meant to train private security firms and forest rangers. After a hearing, the state court ordered possession of the land surrendered to the corporation upon deposit in court of a sum deemed adequate to cover damages that might be awarded. The tree company immediately commenced an action to enjoin the court-ordered sale of its property. Assume that the tree company was not given any notice of the condemnation proceedings by the appropriate state authorities. The tree company's best argument for challenging the validity of the condemnation proceedings would be
Options:
A. violation of procedural due process.
B. violation of substantive due process.
C. unlawful delegation of legislative power because the state's legislature had no authority to delegate power to a private enterprise for eminent domain.
D. the tree company is entitled to a judicial or administrative proceeding in order that the amount of compensation may be determined prior to any ""taking. ""
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_456
